isbn,title,author,year
62049801,State of Wonder,Ann Patchett,2011
786851473,The Arctic Incident,Eoin Colfer,2002
786891122,Brain Droppings,George Carlin,1997
373210264,The Goddess Test,Aimee Carter,2011
62124366,Hana,Lauren Oliver,2011
543904709,What Katy Did  ,Susan Coolidge,1872
1862301387,Redwall,Brian Jacques,1986
451226259,Some Girls Bite,Chloe Neill,2009
1423108361,The Time Paradox,Eoin Colfer,2008
340752475,Coming Home,Rosamunde Pilcher,1995
000735049X,How to Fall in Love,Cecelia Ahern,2014
803733062,Savvy,Ingrid Law,2008
380803275,Exile's Return,Raymond E. Feist,2004
399256180,The Lost Stories,John Flanagan,2011
451412702,Curse the Dawn,Karen Chance,2009
152024174,Peak,Roland Smith,2007
60584750,Mystic River,Dennis Lehane,2001
031624662X,Ancillary Justice,Ann Leckie,2013
345494997,Loving Frank,Nancy Horan,2007
385525001,Playing For Pizza,John Grisham,2007
61957933,The Undead Pool,Kim Harrison,2014
767905180,Jemima J,Jane Green,2001
061579615X,Damaged,H.M. Ward,2013
140249435,Rabbit Is Rich,John Updike,1981
006440630X,The Midwife's Apprentice,Karen Cushman,1995
077832740X,The Weight of Silence,Heather Gudenkauf,2008
345419391,The Renegades of Pern,Anne McCaffrey,1989
141659521X,The Last Man,Vince Flynn,2012
316261246,Underground Airlines,Ben H. Winters,2016
1455521205,The Target,David Baldacci,2014
590920685,Ella Enchanted,Gail Carson Levine,1997
312380720,Look Again,Lisa Scottoline,2009
345803507,Fifty Shades Freed,E.L. James,2012
399164448,Festive in Death,J.D. Robb,2014
1571316515,Perfect,Natasha Friend,2004
590554093,Tris's Book,Tamora Pierce,1998
99910101,A Farewell to Arms,Ernest Hemingway,1929
425195481,The Bad Place,Dean Koontz,1989
425213617,Wicked Ties,Shayla Black,2007
786818611,Ptolemy's Gate,Jonathan Stroud,2006
446585025,Seriously...I'm Kidding,Ellen DeGeneres,2011
373210639,Dare You To,Katie McGarry,2013
385486804,Into the Wild,Jon Krakauer,1996
307263991,Swamplandia!,Karen Russell,2011
1502541858,Beautiful Redemption,Jamie McGuire,2015
125005480X,The Book of Speculation,Erika Swyler,2015
670026328,The Secret Place,Tana French,2014
1250109302,One With You,Sylvia Day,2016
62208195,Destroy Me,Tahereh Mafi,2012
385738757,The Scorch Trials,James Dashner,2010
1416516352,Transfer of Power,Vince Flynn,1999
62001035,Entwined,Heather Dixon,2011
60086246,Last Chance Saloon,Marian Keyes,1999
61974552,The Power of Six,Pittacus Lore,2011
60755865,Avalon High,Meg Cabot,2005
006074068X,Death at La Fenice,Donna Leon,1992
425116840,The Cardinal of the Kremlin,Tom Clancy,1988
312937660,Scarecrow,Matthew Reilly,2003
057506689X,Soul Music,Terry Pratchett,1994
99481243,Enduring Love,Ian McEwan,1997
446672211,Where the Heart Is,Billie Letts,1995
1451665601,Mile 81,Stephen King,2011
525952993,The Last Runaway,Tracy Chevalier,2013
786851716,Sold,Patricia McCormick,2006
009947137X,The Mummy,Anne Rice,1989
446362662,Summer of Night,Dan Simmons,1991
452287057,Bastard Out of Carolina,Dorothy Allison,1992
006204964X,Love wins,Rob Bell,2011
545060451,The Black Circle,Patrick Carman,2009
1400096685,Incendiary,Chris Cleave,2005
525951059,Long Lost,Harlan Coben,2009
439856264,Mister Monday,Garth Nix,2003
316252964,My Cousin Rachel,Daphne du Maurier,1951
1416927883,"Stormy, Misty's Foal",Marguerite Henry,1963
037321099X,Crash Into You,Katie McGarry,2013
440418518,A Single Shard,Linda Sue Park,2001
1459245954,Afterburn,Sylvia Day,2013
345505514,The Jefferson Key,Steve Berry,2011
62116851,Blood of Dragons,Robin Hobb,2013
803736991,My Life Next Door ,Huntley Fitzpatrick,2012
425223256,Hostage to Pleasure,Nalini Singh,2008
1405088834,The Temporal Void,Peter F. Hamilton,2008
349103232,The Crow Road,Iain Banks,1992
802131867,The Subterraneans,Jack Kerouac,1958
140006466X,Peony in Love,Lisa See,2007
340739304,The Face Of Deception,Iris Johansen,1998
425138232,Eye of the Storm,Jack Higgins,1992
812970438,Chesapeake,James A. Michener,1978
441011241,Tales from Earthsea,Ursula K. Le Guin,2001
055350584X,"Darkness, Take My Hand",Dennis Lehane,1996
1579126251,Murder at the Vicarage,Agatha Christie,1930
575058080,Maskerade,Terry Pratchett,1995
1250006333,Ascend,Amanda Hocking,2012
446695718,Tourist Season,Carl Hiaasen,1986
375955712,The Diamond of Darkhold,Jeanne DuPrau,2008
1408857901,A Court of Wings and Ruin,Sarah J. Maas,2017
149262246X,This Is Where It Ends,Marieke Nijkamp,2016
671011332,Almost Heaven,Judith McNaught,1989
553578553,Dawn on a Distant Shore,Sara Donati,2000
6513905,The Dice Man,Luke Rhinehart,1971
749934174,Conspiracy in Death,J.D. Robb,1999
805072454,Peter Pan,"J.M. Barrie, Michael Hague",1904
425263916,Reflected in You,Sylvia Day,2012
045121577X,The Innocent,Harlan Coben,2005
618446877,Dark Star Safari ,Paul Theroux,2002
425199584,Cold Fire,Dean Koontz,1991
553278223,The Martian Chronicles,Ray Bradbury,1950
037377138X,Anyone But You ,Jennifer Crusie,1996
385737947,The Maze Runner,James Dashner,2009
316182540,White Oleander,Janet Fitch,1999
7325940,Dark Days,Derek Landy,2010
307272583,Star Island,Carl Hiaasen,2010
61668036,Wings ,Aprilynne Pike,2009
1579126243,The ABC Murders,Agatha Christie,1936
1595542884,Green,Ted Dekker,2009
60733497,The Lions of Al-Rassan,Guy Gavriel Kay,1995
316201642,S.,"J.J. Abrams, Doug Dorst",2013
307700003,The Buddha in the Attic,Julie Otsuka,2011
553813153,The Bonehunters,Steven Erikson,2006
044018293X,Suffer the Children,John Saul,1977
61728934,Summer and the City,Candace Bushnell,2011
61767603,Sugar and Spice,Lauren Conrad,2010
786891076,Shopgirl: A Novella,Steve Martin,2000
146109111X,Thoughtless,S.C. Stephens,2009
451463803,Grave Witch,Kalayna Price,2010
316246654,Ancillary Sword,Ann Leckie,2014
316055433,The Goldfinch,Donna Tartt,2013
743484193,Certain Prey,John Sandford,1999
778319059,Don't You Cry,Mary Kubica,2016
345322215,Wielding a Red Sword,Piers Anthony,1986
080411109X,The Hundred Secret Senses,Amy Tan,1995
152050841,Once Upon a Marigold,Jean Ferris,2002
345439104,Drowning Ruth,Christina Schwarz,2000
441019455,Bayou Moon,Ilona Andrews,2010
451203267,The Stranger Beside Me,Ann Rule,1980
441008534,Dead Until Dark,Charlaine Harris,2001
142002046,Goldfinger,Ian Fleming,1959
375509321,Thirteen Moons,Charles Frazier,2006
142422959,Just One Day,Gayle Forman,2013
312349998,Cocktails for Three,Madeleine Wickham,2000
307594165,Home,Toni Morrison,2011
1401303277,For One More Day,Mitch Albom,2006
440174643,Roots,Alex Haley,1976
1416509372,On Basilisk Station ,David Weber,1992
61020680,Mort,Terry Pratchett,1987
385349580,An Officer and a Spy,Robert   Harris,2013
452276721,The Ghost Road,Pat Barker,1995
014132063X,Once,Morris Gleitzman,2005
1573229725,Fingersmith,Sarah Waters,2002
1905294964,Inkheart,Cornelia Funke,1990
440210690,Indemnity Only,Sara Paretsky,1982
812550293,The Path of Daggers,Robert Jordan,1998
62209841,The Death of Bees,Lisa O'Donnell,2012
080509461X,Ruin and Rising,Leigh Bardugo,2014
142002038,Dr. No,Ian Fleming,1958
1465341889,Consequences,Aleatha Romig,2011
312364121,Winter Garden,Kristin Hannah,2009
345476980,Vanish,Tess Gerritsen,2006
553588117,Prince of the Blood,Raymond E. Feist,1989
670175919,Blueberries for Sal,Robert McCloskey,1948
385340567,Nothing to Lose,Lee Child,2008
670026603,Me Before You,Jojo Moyes,2012
030711838X,Just for You,Mercer Mayer,1975
671685635,Ghost Story,Peter Straub,1979
679774025,All Over But the Shoutin',Rick Bragg,1997
64409597,Love That Dog,Sharon Creech,2001
62235796,The Jewel,Amy Ewing,2014
751537284,The Historian,Elizabeth Kostova,2005
385736843,The Dead-Tossed Waves ,Carrie Ryan,2010
345472454,The Amateur Marriage,Anne Tyler,2004
067172942X,Garden of Shadows,V.C. Andrews,1987
385664443,Ape House,Sara Gruen,2010
307356361,The Abstinence Teacher,Tom Perrotta,2007
385534817,The Light in the Ruins,Chris Bohjalian,2013
373775814,The Darkest Surrender,Gena Showalter,2011
045057458X,Needful Things,Stephen King,1991
752837214,The Last Picture Show,Larry McMurtry,1966
802130917,Glengarry Glen Ross,David Mamet,1983
62073168,The English Girl,Daniel Silva,2013
446696587,The Lake House,James Patterson,2003
067102731X,Every Dead Thing,John Connolly,1999
1400066336,The Descendants,Kaui Hart Hemmings,2007
394826205,Swimmy ,Leo Lionni,1963
425205819,Rules Of Prey,John Sandford,1989
553804677,The Lies of Locke Lamora,Scott Lynch,2006
1439136807,Dreams of a Dark Warrior,Kresley Cole,2011
316013560,The Lion & the Mouse,Jerry Pinkney,2009
140274219,Wide Sargasso Sea,Jean Rhys,1966
307279901,The Children of Men,P.D. James,1992
399167846,The Rose Society,Marie Lu,2015
340796154,Five Go Adventuring Again,Enid Blyton,1943
7157150,Out of the Silent Planet,C.S. Lewis,1938
333725034,The Naked God ,Peter F. Hamilton,1999
440221315,The Gift,Danielle Steel,1986
1596911050,JPod,Douglas Coupland,2006
316015849,Twilight,Stephenie Meyer,2005
1250000246,Lenobia's Vow,"P.C. Cast, Kristin Cast",2012
034551548X,Ice Cold,Tess Gerritsen,2010
1596060204,Agent to the stars,John Scalzi,2004
1609074602,Blackmoore,Julianne Donaldson,2013
312539517,Paths of Glory,Jeffrey Archer,2009
038073186X,Shutter Island,Dennis Lehane,2003
553381660,The Valley of Horses,Jean M. Auel,1982
743499697,The Third Option,Vince Flynn,2000
805078983,Messenger of Truth,Jacqueline Winspear,2006
553578685,The Third Victim,Lisa Gardner,2001
61668095,Illusions,Aprilynne Pike,2011
752224417,The Lost World,Michael Crichton,1995
1423157516,Never Fade,Alexandra Bracken,2013
749909226,Bad Moon Rising,Sherrilyn Kenyon,2009
9381626715,Stay Hungry Stay Foolish,Rashmi Bansal,2008
452287146,The Other Woman,Jane Green,2004
316160202,Eclipse,Stephenie Meyer,2007
1847679447,The Last Werewolf,Glen Duncan,2011
61345660,The Luxe,Anna Godbersen,2007
143035061,Out to Canaan (Mitford),Jan Karon,1997
60531231,When He was Wicked,Julia Quinn,2004
345548485,Shattered,Kevin Hearne,2014
60093366,Vampire Kisses,Ellen Schreiber,2003
441014011,Pushing Ice,Alastair Reynolds,2005
044653109X,The Collectors,David Baldacci,2006
052595192X,Secrets to the Grave,Tami Hoag,2010
60725117,Shadowland,Meg Cabot,2000
7178379,Remarkable Creatures,Tracy Chevalier,2009
031619008X,Etiquette & Espionage,Gail Carriger,2013
380014300,Nine Princes in Amber,Roger Zelazny,1970
593046315,Reaper's Gale,Steven Erikson,2007
081299325X,The Road to Character,David  Brooks,2015
425197549,Guilty Pleasures,Laurell K. Hamilton,1993
385474547,Things Fall Apart,Chinua Achebe,1958
312976275,Hot Six,Janet Evanovich,2000
142401773,Someone Like You,Sarah Dessen,1998
446612731,The Black Echo,Michael Connelly,1992
1416521836,Such a Pretty Girl,Laura Wiess,2007
749934417,Purity in Death,J.D. Robb,2002
7208006,The Tea Rose,Jennifer Donnelly,2002
006053284X,Heretic,Bernard Cornwell,2003
1841493007,Living Dead in Dallas,Charlaine Harris,2002
316123358,The Heroes,Joe Abercrombie,2011
316777730,Naked,David Sedaris,1997
1419710206,El Deafo,"Cece Bell, David Lasky",2014
345327861,Crystal Singer,Anne McCaffrey,1982
1416585834,Dog on It,Spencer Quinn,2008
525422242,Twelfth Grade Kills,Heather Brewer,2010
1250076420,The Forgetting Time,Sharon Guskin,2016
156904365,Till We Have Faces,C.S. Lewis,1956
142501093,The Legend of Luke,Brian Jacques,1999
224097008,H is for Hawk,Helen Macdonald,2015
1597800449,The Algebraist,Iain M. Banks,2004
60724560,Princess on the Brink,Meg Cabot,2006
670060291,When It Happens,Susane Colasanti,2006
60955228,Under the Volcano,Malcolm Lowry,1947
1455521310,King & Maxwell,David Baldacci,2013
000100039X,The Prophet,Kahlil Gibran,1923
312593317,Boomerang,Tatiana de Rosnay,2009
174166134X,The Siege of Macindaw,John Flanagan,2006
452282829,We Were the Mulvaneys,Joyce Carol Oates,1996
545052424,Finally,Wendy Mass,2010
843958448,Dark Gold (Dark #3),Christine Feehan,2000
142501557,This Lullaby,Sarah Dessen,2002
802720854,Rules of Attraction,Simone Elkeles,2010
752858491,The Bourne Ultimatum,Robert Ludlum,1990
60560118,The Nanny,Melissa Nathan,2003
1423118235,The Demon King,Cinda Williams Chima,2009
345422406,Merrick,Anne Rice,2000
425263150,Midnight Crossroad,Charlaine Harris,2014
545060397,The Maze of Bones ,Rick Riordan,2008
399175164,The Obsession,Nora Roberts,2016
61187844,The Post-Birthday World ,Lionel Shriver,2007
055327094X,QB VII,Leon Uris,1970
1442426640,Silence ,Becca Fitzpatrick,2011
316113786,Say You're One of Them,Uwem Akpan,2008
449912558,The Sparrow,Mary Doria Russell,1996
1606840576,The Dark Divine,Bree Despain,2009
1523662441,RoomHate,Penelope Ward,2016
345542886,Takedown Twenty,Janet Evanovich,2013
446618675,The Alibi,Sandra Brown,1999
61119725,From Head to Toe,Eric Carle,1997
62004042,Until I Die,Amy Plum,2012
61161705,Unseen Academicals,Terry Pratchett,2009
375700455,The First World War,John Keegan,1998
60564679,Savannah Breeze,Mary Kay Andrews,2006
439598389,A Bad Case of Stripes,David Shannon,1998
553584707,Catering to Nobody,Diane Mott Davidson,1990
080413717X,City of Stairs,Robert Jackson Bennett,2014
7120818,The Big Four,Agatha Christie,1927
143036378,Disgrace,J.M. Coetzee,1999
1416974504,"Night World, No. 1",L.J. Smith,2008
385741391,The Eye of Minds,James Dashner,2013
316069515,The Gods of Guilt,Michael Connelly,2013
044101268X,Furies of Calderon ,Jim Butcher,2004
515122734,Sanctuary,Nora Roberts,1997
439227143,The Call of the Wild,Jack London,1903
345450744,Between Sisters,Kristin Hannah,2003
1627795944,The North Water,Ian McGuire,2016
743211375,From a Buick 8,Stephen King,2002
552152978,Small Gods,Terry Pratchett,1992
1922182109,The Rosie Effect,Graeme Simsion,2014
679747656,The Way to Cook,Julia Child,1989
031215125X,The Far Pavilions,M.M. Kaye,1978
778324109,Silent in the Grave,Deanna Raybourn,2006
1406501069,An Old-Fashioned Girl,Louisa May Alcott,1869
345808002,All My Puny Sorrows,Miriam Toews,2014
60080841,The Stepford Wives,Ira Levin,1972
312983603,The Mermaids Singing ,Val McDermid,1995
1573227889,Tipping the Velvet,Sarah Waters,1998
684859734,Grave Secrets,Kathy Reichs,2002
385333781,Player Piano,Kurt Vonnegut Jr.,1952
312651198,Chasing The Night,Iris Johansen,2010
375865861,Please Ignore Vera Dietz,A.S. King,2010
184391400X,Le Mur,Jean-Paul Sartre,1939
756404738,The Wise Man's Fear,Patrick Rothfuss,2011
312156960,The Winter King,Bernard Cornwell,1995
62026089,Variant,Robison Wells,2011
60652942,The Abolition of Man,C.S. Lewis,1943
679723692,Cathedral,Raymond Carver,1983
375724508,Ghostwritten,David Mitchell,1999
312383282,Finger Lickin' Fifteen,Janet Evanovich,2009
385491026,Cat's Eye,Margaret Atwood,1988
141697170X,Out of My Mind,Sharon M. Draper,2010
671004549,You Belong to Me,Mary Higgins Clark,1998
553804790,The Husband,Dean Koontz,2006
679722637,The Thin Man,Dashiell Hammett,1934
1559363304,August: Osage County,Tracy Letts,2008
425224201,Just the Sexiest Man Alive,Julie James,2008
375832998,Boy Meets Boy,David Levithan,2003
486410226,The Railway Children,E. Nesbit,1906
312890176,Shadow & Claw,Gene Wolfe,1994
553281747,Mona Lisa Overdrive,William Gibson,1988
385669852,Turn of Mind,Alice LaPlante,2011
1572245379,The Untethered Soul,Michael A. Singer,2007
425144372,Clear and Present Danger,Tom Clancy,1989
385720920,Choke,Chuck Palahniuk,2001
739467042,Q & A: Slumdog Millionaire,Vikas Swarup,2005
452269652,Jazz,Toni Morrison,1992
312554168,Heart of the Matter,Emily Giffin,2010
345379624,Running with the Demon,Terry Brooks,1997
425259854,Dark Witch,Nora Roberts,2013
521293731,The Winter's Tale,William Shakespeare,1600
743294254,Certain Girls,Jennifer Weiner,2000
618194576,Flotsam,David Wiesner,2006
689861133,"Moo, Baa, La La La!",Sandra Boynton,1982
679457143,The Cobra Event,Richard   Preston,1997
074341196X,Inversions,Iain M. Banks,1998
61996165,Unearthly,Cynthia Hand,2011
7158513,I Can Read with My Eyes Shut!,Dr. Seuss,1978
91879205,Lucky Man,Michael J. Fox,2002
373773927,The Darkest Whisper,Gena Showalter,2009
62429973,The Shepherd's Crown,Terry Pratchett,2015
312421435,No Logo,Naomi Klein,1999
1416563067,Smoke Screen,Sandra Brown,2008
055299877X,More Tales of the City,Armistead Maupin,1980
451219422,The Omen,David Seltzer,1976
446604089,The Best Laid Plans,Sidney Sheldon,1997
312650248,Awakened,"P.C. Cast, Kristin Cast",2011
399155813,Black Hills,Nora Roberts,2009
380508567,The Foundation Trilogy,Isaac Asimov,1953
230711251,Heartstone,C.J. Sansom,2010
385344422,Feverborn,Karen Marie Moning,2016
031253275X,Evermore,Alyson Noel,2009
006091307X,The Crying of Lot 49,Thomas Pynchon,1966
345373529,The Ruby Knight,David Eddings,1990
1414310609,The Healer,Dee Henderson,2002
399151575,Naked in Death,J.D. Robb,1995
752848267,The Next Accident,Lisa Gardner,2001
316002569,Every Soul A Star,Wendy Mass,2008
553805495,The Sugar Queen,Sarah Addison Allen,2008
62325345,Flesh and Blood,Patricia Cornwell,2014
60755806,Faith,Jennifer Haigh,2011
1400069599,TransAtlantic,Colum McCann,2013
446573051,The Forgotten,David Baldacci,2012
60652896,A Grief Observed,C.S. Lewis,1942
142404241,Hope Was Here,Joan Bauer,2000
60572965,Dead Witch Walking,Kim Harrison,2004
743225422,The Shipping News,Annie Proulx,1993
865471185,West with the Night,Beryl Markham,1942
1594480869,Brilliance of the Moon ,Lian Hearn,2003
1476717095,Hidden Order,Brad Thor,2013
671726528,Kon-Tiki Ekspedisjonen,Thor Heyerdahl,1948
067102082X,The Gun Seller,Hugh Laurie,1996
440217490,A Dangerous Fortune,Ken Follett,1993
1416940901,"Glass (Crank, #2)",Ellen Hopkins,2007
62081012,Twisted,Sara Shepard,2011
778313468,The Good Father,Diane Chamberlain,2012
778316335,Little Mercies,Heather Gudenkauf,2014
192839993,Dubliners,"James Joyce, Jeri Johnson",1914
505523892,Dark Magic,Christine Feehan,2000
1842323008,A Town Like Alice,Nevil Shute,1950
545284139,The False Prince,Jennifer A. Nielsen,2012
743466772,Chill Factor,Sandra Brown,2005
8433972618,Porno,Irvine Welsh,2005
399155163,Scarpetta,Patricia Cornwell,2008
345348656,Lord Foul's Bane,Stephen R. Donaldson,1977
425197387,Iceberg,Clive Cussler,1974
345382846,Here be Dragons,Sharon Kay Penman,1985
7302142,The Faceless Ones,Derek Landy,2008
446699543,The Narrows,Michael Connelly,2004
316166316,Nine Dragons,Michael Connelly,2009
385334141,Mother Night,Kurt Vonnegut Jr.,1961
1402245793,Rock Hard,Olivia Cunning,2011
141004924,The Teeth of the Tiger,Tom Clancy,2003
374316414,Crewel,Gennifer Albin,2012
385425139,The Famished Road,Ben Okri,1991
425204200,Trace,Patricia Cornwell,2004
99470470,The Collector,John Fowles,1963
316033650,Shadow's Edge,Brent Weeks,2008
399157077,The Sentry,Robert Crais,2011
312591837,Family Pictures,Jane Green,2013
91933684,Plenty,Yotam Ottolenghi,2010
7491433,The Shock of the Fall,Nathan Filer,2013
671019759,Dream Man,Linda Howard,1994
684803860,The Daughter of Time,Josephine Tey,1951
60502932,Going Postal,Terry Pratchett,2004
763655996,This is Not My Hat,Jon Klassen,2012
373773552,Too Good To Be True,Kristan Higgins,2009
067001088X,Lock and Key,Sarah Dessen,2008
812513738,The Shadow Rising ,Robert Jordan,1992
525953485,Six Years,Harlan Coben,2013
